mode,ingredients,actual_value,alchemy_level,fortify_alchemy_level,alchemist_rank,physician,benefactor,poisoner,purity,seeker_of_shadows,concentrated_poison,caco_settings,alchemy_plus_settings,alchemist_perk_multiplier,ingredient_details,potion_form_id,potion_cost_override,crafted_effects,ingredient_selection_order
CACO,"Blisterwort, Wheat",24,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""1"",""DamageMagickaDuration"":""1"",""DamageStaminaDuration"":""1"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""1"",""RestoreStaminaDuration"":""1""}",,1,"Blisterwort [form=0x0004DA25, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF00088C,0,index=0|form_id=0x0003EB15|magnitude=8|duration=5|area=0|base_cost=5.30000019|flags=0x00200800,selection=1|form_id=0x0004DA25|name=B;selection=2|form_id=0x0004B0BA|name=W
CACO,"Canis Root, Spider Egg",168,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""1"",""DamageMagickaDuration"":""1"",""DamageStaminaDuration"":""1"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""1"",""RestoreStaminaDuration"":""1""}",,1,"Canis Root [form=0x0006ABCB, count=1]; Spider Egg [form=0x0009151B, count=1]",0xFF000892,0,index=0|form_id=0x0003EB1B|magnitude=29|duration=60|area=0|base_cost=0.324999988|flags=0x00200802;index=1|form_id=0x0003A2C6|magnitude=25|duration=5|area=0|base_cost=4.5999999|flags=0x00200805,selection=1|form_id=0x0006ABCB|name=C;selection=2|form_id=0x0009151B|name=S
CACO,"Blisterwort, Wheat Extract",52,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""2"",""DamageMagickaDuration"":""2"",""DamageStaminaDuration"":""2"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""2"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""2""}",,1,"Blisterwort [form=0x0004DA25, count=1]; Wheat Extract [form=0x085A46B8, count=1]",0xFF000897,0,index=0|form_id=0x0003EB15|magnitude=8|duration=10|area=0|base_cost=5.30000019|flags=0x00200800,selection=1|form_id=0x0004DA25|name=B;selection=2|form_id=0x085A46B8|name=W
CACO,"Deathbell, River Betty",152,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""2"",""DamageMagickaDuration"":""2"",""DamageStaminaDuration"":""2"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""2"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""2""}",,1,"Deathbell [form=0x000516C8, count=1]; River Betty [form=0x00106E1A, count=1]",0xFF00089F,7,index=0|form_id=0x00073F25|magnitude=50|duration=30|area=0|base_cost=0.300000012|flags=0x00401807;index=1|form_id=0x0003EB42|magnitude=8|duration=10|area=0|base_cost=7.9000001|flags=0x00200805,selection=1|form_id=0x000516C8|name=D;selection=2|form_id=0x00106E1A|name=R
CACO,"Ancestor Moth, Blue Mountain Flower",95,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""2"",""DamageMagickaDuration"":""2"",""DamageStaminaDuration"":""2"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""2"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""2""}",,1,"Ancestor Moth [form=0x020059BA, count=1]; Blue Mountain Flower [form=0x00077E1C, count=1]",0xFF0008DD,0,index=0|form_id=0x0003EB25|magnitude=52|duration=60|area=0|base_cost=0.172000006|flags=0x00200802,selection=1|form_id=0x020059BA|name=A;selection=2|form_id=0x00077E1C|name=B
CACO,"Briar Heart, Ectoplasm",92,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""2"",""DamageMagickaDuration"":""2"",""DamageStaminaDuration"":""2"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""2"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""2""}",,1,"Briar Heart [form=0x0003AD61, count=1]; Ectoplasm [form=0x0003AD63, count=1]",0xFF0008E3,0,index=0|form_id=0x0003EAF8|magnitude=65|duration=60|area=0|base_cost=0.129999995|flags=0x00200802,selection=1|form_id=0x0003AD61|name=B;selection=2|form_id=0x0003AD63|name=E
CACO,"Large Antlers, Roobrush, Slaughterfish Egg",263,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Large Antlers [form=0x0006BC0A, count=1]; Roobrush [form=0x0833A4D0, count=1]; Slaughterfish Egg [form=0x0007E8C5, count=1]",0xFF00087D,7,index=0|form_id=0x0010AA4A|magnitude=2|duration=10|area=0|base_cost=12.3999996|flags=0x00200805;index=1|form_id=0x0003EB20|magnitude=34|duration=60|area=0|base_cost=0.270000011|flags=0x00200802;index=2|form_id=0x0003EAF9|magnitude=56|duration=60|area=0|base_cost=0.129999995|flags=0x00200802;index=3|form_id=0x00073F2C|magnitude=39|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x0833A4D0|name=R;selection=2|form_id=0x0007E8C5|name=S;selection=3|form_id=0x0006BC0A|name=L
CACO,"Large Antlers, Roobrush, Slaughterfish Egg",278,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Large Antlers [form=0x0006BC0A, count=1]; Roobrush [form=0x0833A4D0, count=1]; Slaughterfish Egg [form=0x0007E8C5, count=1]",0xFF000886,7,index=0|form_id=0x0010AA4A|magnitude=3|duration=10|area=0|base_cost=12.3999996|flags=0x00200805;index=1|form_id=0x0003EB20|magnitude=34|duration=60|area=0|base_cost=0.270000011|flags=0x00200802;index=2|form_id=0x0003EAF9|magnitude=56|duration=60|area=0|base_cost=0.129999995|flags=0x00200802;index=3|form_id=0x00073F2C|magnitude=39|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x0007E8C5|name=S;selection=2|form_id=0x0833A4D0|name=R;selection=3|form_id=0x0006BC0A|name=L
CACO,"Large Antlers, Roobrush, Slaughterfish Egg",263,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Large Antlers [form=0x0006BC0A, count=1]; Roobrush [form=0x0833A4D0, count=1]; Slaughterfish Egg [form=0x0007E8C5, count=1]",0xFF00087D,7,index=0|form_id=0x0010AA4A|magnitude=2|duration=10|area=0|base_cost=12.3999996|flags=0x00200805;index=1|form_id=0x0003EB20|magnitude=34|duration=60|area=0|base_cost=0.270000011|flags=0x00200802;index=2|form_id=0x0003EAF9|magnitude=56|duration=60|area=0|base_cost=0.129999995|flags=0x00200802;index=3|form_id=0x00073F2C|magnitude=39|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x0006BC0A|name=L;selection=2|form_id=0x0833A4D0|name=R;selection=3|form_id=0x0007E8C5|name=S
CACO,"Large Antlers, Roobrush, Slaughterfish Egg",278,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Large Antlers [form=0x0006BC0A, count=1]; Roobrush [form=0x0833A4D0, count=1]; Slaughterfish Egg [form=0x0007E8C5, count=1]",0xFF000886,7,index=0|form_id=0x0010AA4A|magnitude=3|duration=10|area=0|base_cost=12.3999996|flags=0x00200805;index=1|form_id=0x0003EB20|magnitude=34|duration=60|area=0|base_cost=0.270000011|flags=0x00200802;index=2|form_id=0x0003EAF9|magnitude=56|duration=60|area=0|base_cost=0.129999995|flags=0x00200802;index=3|form_id=0x00073F2C|magnitude=39|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x0006BC0A|name=L;selection=2|form_id=0x0007E8C5|name=S;selection=3|form_id=0x0833A4D0|name=R
CACO,"Large Antlers, Roobrush, Slaughterfish Egg",263,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Large Antlers [form=0x0006BC0A, count=1]; Roobrush [form=0x0833A4D0, count=1]; Slaughterfish Egg [form=0x0007E8C5, count=1]",0xFF00087D,7,index=0|form_id=0x0010AA4A|magnitude=2|duration=10|area=0|base_cost=12.3999996|flags=0x00200805;index=1|form_id=0x0003EB20|magnitude=34|duration=60|area=0|base_cost=0.270000011|flags=0x00200802;index=2|form_id=0x0003EAF9|magnitude=56|duration=60|area=0|base_cost=0.129999995|flags=0x00200802;index=3|form_id=0x00073F2C|magnitude=39|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x0833A4D0|name=R;selection=2|form_id=0x0006BC0A|name=L;selection=3|form_id=0x0007E8C5|name=S
CACO,"Large Antlers, Roobrush, Slaughterfish Egg",278,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Large Antlers [form=0x0006BC0A, count=1]; Roobrush [form=0x0833A4D0, count=1]; Slaughterfish Egg [form=0x0007E8C5, count=1]",0xFF000886,7,index=0|form_id=0x0010AA4A|magnitude=3|duration=10|area=0|base_cost=12.3999996|flags=0x00200805;index=1|form_id=0x0003EB20|magnitude=34|duration=60|area=0|base_cost=0.270000011|flags=0x00200802;index=2|form_id=0x0003EAF9|magnitude=56|duration=60|area=0|base_cost=0.129999995|flags=0x00200802;index=3|form_id=0x00073F2C|magnitude=39|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x0007E8C5|name=S;selection=2|form_id=0x0006BC0A|name=L;selection=3|form_id=0x0833A4D0|name=R
CACO,"Swamp Fungal Pod, Wheat Extract",48,50,0,3,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""0""}",,1.60000002,"Swamp Fungal Pod [form=0x0007E8B7, count=1]; Wheat Extract [form=0x085A46B8, count=1]",0xFF000884,7,index=0|form_id=0x00073F2B|magnitude=29|duration=30|area=0|base_cost=0.360000014|flags=0x00200807,selection=1|form_id=0x0007E8B7|name=S;selection=2|form_id=0x085A46B8|name=W
CACO,"Mudcrab Chitin, Vampire Dust",45,50,0,3,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""0""}",,1.60000002,"Mudcrab Chitin [form=0x0006BC00, count=1]; Vampire Dust [form=0x0003AD76, count=1]",0xFF000888,0,index=0|form_id=0x000AE722|magnitude=1|duration=0|area=0|base_cost=45|flags=0x00001A00,selection=1|form_id=0x0006BC00|name=M;selection=2|form_id=0x0003AD76|name=V
CACO,"Chaurus Eggs, Vampire Dust",87,50,0,3,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""0""}",,1.60000002,"Chaurus Eggs [form=0x0003AD56, count=1]; Vampire Dust [form=0x0003AD76, count=1]",0xFF0008D7,0,index=0|form_id=0x0003EB3D|magnitude=0|duration=29|area=0|base_cost=27|flags=0x00401C02,selection=1|form_id=0x0003AD56|name=C;selection=2|form_id=0x0003AD76|name=V
CACO,"Dragon's Tongue, Fly Amanita",111,50,0,3,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""2"",""RestoreStaminaDuration"":""0""}",,1.60000002,"Dragon's Tongue [form=0x000889A2, count=1]; Fly Amanita [form=0x0004DA00, count=1]",0xFF0008D8,0,index=0|form_id=0x0003EB1A|magnitude=19|duration=60|area=0|base_cost=0.324999988|flags=0x00200802;index=1|form_id=0x0003EAEA|magnitude=15|duration=60|area=0|base_cost=0.36500001|flags=0x00201002,selection=1|form_id=0x000889A2|name=D;selection=2|form_id=0x0004DA00|name=F
CACO+AP,"Blisterwort, Wheat Extract",55,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1,"Blisterwort [form=0x0004DA25, count=1]; Wheat Extract [form=0x085A46B8, count=1]",0xFF000892,0,index=0|form_id=0x0003EB15|magnitude=85|duration=1|area=0|base_cost=5.30000019|flags=0x00200800,selection=1|form_id=0x0004DA25|name=B;selection=2|form_id=0x085A46B8|name=W
CACO+AP,"Deathbell, River Betty",152,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1,"Deathbell [form=0x000516C8, count=1]; River Betty [form=0x00106E1A, count=1]",0xFF000894,7,index=0|form_id=0x00073F25|magnitude=50|duration=30|area=0|base_cost=0.300000012|flags=0x00401807;index=1|form_id=0x0003EB42|magnitude=80|duration=1|area=0|base_cost=7.9000001|flags=0x00200805,selection=1|form_id=0x000516C8|name=D;selection=2|form_id=0x00106E1A|name=R
CACO+AP,"Ash Creep Cluster, Comberry",62,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1,"Ash Creep Cluster [form=0x0401CD74, count=1]; Comberry [form=0xFE004806, count=1]",0xFF000896,0,index=0|form_id=0x0003EB26|magnitude=20|duration=60|area=0|base_cost=0.324999988|flags=0x00200802,selection=1|form_id=0x0401CD74|name=A;selection=2|form_id=0xFE004806|name=C
CACO+AP,"Aloe Vera, Daedra Heart, Large Antlers",148,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1,"Aloe Vera [form=0x08A100AD, count=1]; Daedra Heart [form=0x0003AD5B, count=1]; Large Antlers [form=0x0006BC0A, count=1]",0xFF000897,0,index=0|form_id=0x0003EB15|magnitude=130|duration=1|area=0|base_cost=5.30000019|flags=0x00200800;index=1|form_id=0x0003EB16|magnitude=100|duration=1|area=0|base_cost=4.69999981|flags=0x00200800,selection=1|form_id=0x08A100AD|name=A;selection=2|form_id=0x0003AD5B|name=D;selection=3|form_id=0x0006BC0A|name=L
CACO+AP,"Blue Mountain Flower, Bog Beacon, Jarrin Root",1674,100,0,4,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1.79999995,"Blue Mountain Flower [form=0x00077E1C, count=1]; Bog Beacon [form=0xFE004D6C, count=1]; Jarrin Root [form=0x0001BCBC, count=1]",0xFF00089C,1674,index=0|form_id=0x0003EB42|magnitude=1255|duration=1|area=0|base_cost=7.9000001|flags=0x00200805;index=1|form_id=0x0003A2C6|magnitude=170|duration=1|area=0|base_cost=4.5999999|flags=0x00200805;index=2|form_id=0x0003EB17|magnitude=65|duration=1|area=0|base_cost=4.69999981|flags=0x00200800,selection=1|form_id=0x00077E1C|name=B;selection=2|form_id=0xFE004D6C|name=B;selection=3|form_id=0x0001BCBC|name=J
