ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id,caco_duration_index,resolved_magnitude,resolved_duration,resolved_peak_value_modifier,effect_index,effect_cost,source_effect_editor_id,source_base_cost,source_flags,source_archetype,source_keyword_form_ids,resolved_effect_name,resolved_effect_editor_id,resolved_base_cost,resolved_flags,resolved_archetype,resolved_keyword_form_ids,caco_settings,alchemy_plus_settings
Blisterwort,0x4DA25,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29,,1,10,0,1,15,,15,2099463,8,0x42509;0x78098;0xC44B6,Frenzy,,15,2099463,8,0x42509;0x78098;0xC44B6,,
Blisterwort,0x4DA25,Restore Health,0x3EB15,0.5,3,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,3,0,0,2,1.67418,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Blisterwort,0x4DA25,Fortify Smithing,0x3EB1D,0.75,4,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D,,4,0,1,3,11.5388,,0.75,2099202,34,0x65A22;0xF8A4E,Fortify Smithing,,0.75,2099202,34,0x65A22;0xF8A4E,,
Blue Butterfly Wing,0x727DE,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,3,0,0,0,6.02707,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Blue Butterfly Wing,0x727DE,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,5,0,1,1,10.5384,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Blue Butterfly Wing,0x727DE,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,2,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Blue Butterfly Wing,0x727DE,Fortify Enchanting,0x3EB29,0.6,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifyEnchanting;MagicAlchBeneficial,0x3EB29,0x3EB29,,1,0,1,3,2.00902,,0.6,2099202,34,0x65A2E;0xF8A4E,Fortify Enchanting,,0.6,2099202,34,0x65A2E;0xF8A4E,,
Blue Dartwing,0xE4F0C,Resist Shock,0x3EAEC,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC,,3,0,1,0,12.0163,,0.5,2101250,34,0x65A39;0xF8A4E,Resist Shock,,0.5,2101250,34,0x65A39;0xF8A4E,,
Blue Dartwing,0xE4F0C,Fortify Pickpocket,0x3EB20,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyPickPocket;MagicAlchBeneficial,0x3EB20,0x3EB20,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A25;0xF8A4E,Fortify Pickpocket,,0.5,2099202,34,0x65A25;0xF8A4E,,
Blue Dartwing,0xE4F0C,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,5,0,0,2,2.93655,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Blue Dartwing,0xE4F0C,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,1,30,0,3,16.7418,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Blue Mountain Flower,0x77E1C,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,5,0,0,0,2.93655,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Blue Mountain Flower,0x77E1C,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,5,0,1,1,10.5384,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Blue Mountain Flower,0x77E1C,Fortify Health,0x3EAF3,0.35,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3,,4,0,1,2,11.5425,,0.35,2099202,34,0x65A31;0xF8A4E,Fortify Health,,0.35,2099202,34,0x65A31;0xF8A4E,,
Blue Mountain Flower,0x77E1C,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,3,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Boar Tusk,0x401CD6F,Fortify Stamina,0x3EAF9,0.3,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9,,5,0,1,0,74.2714,,0.3,2099202,34,0x65A32;0xF8A4E,Fortify Stamina,,0.3,2099202,34,0x65A32;0xF8A4E,,
Boar Tusk,0x401CD6F,Fortify Health,0x3EAF3,0.35,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3,,4,0,1,1,67.7903,,0.35,2099202,34,0x65A31;0xF8A4E,Fortify Health,,0.35,2099202,34,0x65A31;0xF8A4E,,
Boar Tusk,0x401CD6F,Fortify Block,0x3EB1C,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyBlock;MagicAlchBeneficial,0x3EB1C,0x3EB1C,,4,0,1,2,16.4893,,0.5,2099202,34,0x65A1E;0xF8A4E,Fortify Block,,0.5,2099202,34,0x65A1E;0xF8A4E,,
Boar Tusk,0x401CD6F,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29,,1,10,0,3,15,,15,2099463,8,0x42509;0x78098;0xC44B6,Frenzy,,15,2099463,8,0x42509;0x78098;0xC44B6,,
Bog Beacon,0xFE004D6C,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,6,0,0,0,4.30643,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Bog Beacon,0xFE004D6C,Fortify Heavy Armor,0x3EB1E,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHeavyArmor;MagicAlchBeneficial,0x3EB1E,0x3EB1E,,3,0,1,1,12.0163,,0.5,2099202,34,0x65A23;0xF8A4E,Fortify Heavy Armor,,0.5,2099202,34,0x65A23;0xF8A4E,,
Bog Beacon,0xFE004D6C,Fear,0x73F20,5,2,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,2,30,0,2,35.8869,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Bog Beacon,0xFE004D6C,Damage Stamina,0x3A2C6,1.8,4,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,4,0,0,3,8.27063,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Bone Meal,0x34CDD,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,3,0,0,0,6.02707,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Bone Meal,0x34CDD,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,3,0,1,1,12.0163,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Bone Meal,0x34CDD,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,5,0,1,2,10.5384,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Bone Meal,0x34CDD,Ravage Stamina,0x73F23,1.6,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F23,0x73F23,,2,10,0,3,3.42968,,1.6,2099207,0,0x42509,Ravage Stamina,,1.6,2099207,0,0x42509,,
Briar Heart,0x3AD61,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,0,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Briar Heart,0x3AD61,Fortify Block,0x3EB1C,0.5,2,60,1,0,0,0,1,0,0,0,MagicAlchFortifyBlock;MagicAlchBeneficial,0x3EB1C,0x3EB1C,,2,0,1,1,7.69253,,0.5,2099202,34,0x65A1E;0xF8A4E,Fortify Block,,0.5,2099202,34,0x65A1E;0xF8A4E,,
Briar Heart,0x3AD61,Paralysis,0x73F30,500,0,1,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,1,0,2,39.7164,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Briar Heart,0x3AD61,Fortify Magicka,0x3EAF8,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8,,4,0,1,3,9.89359,,0.3,2099202,34,0x65A33;0xF8A4E,Fortify Magicka,,0.3,2099202,34,0x65A33;0xF8A4E,,
Bungler's Bane,0xFE004802,Slow,0x73F25,1,50,10,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25,,50,0,1,0,73.9379,,1,4200455,34,0x42509;0xB729E,Slow,,1,4200455,34,0x42509;0xB729E,,
Bungler's Bane,0xFE004802,Ravage Stamina,0x73F23,1.6,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F23,0x73F23,,3,20,0,1,11.4838,,1.6,2099207,0,0x42509,Ravage Stamina,,1.6,2099207,0,0x42509,,
Bungler's Bane,0xFE004802,Damage Stamina Regen,0x73F2C,0.3,100,10,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C,,100,10,0,2,47.5468,,0.3,4196359,0,0x42509,Damage Stamina Regen,,0.3,4196359,0,0x42509,,
Bungler's Bane,0xFE004802,Resist Magic,0x39E51,1,2,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51,,2,0,1,3,15.3851,,1,2103298,34,0x65A3A;0xF8A4E,Resist Magic,,1,2103298,34,0x65A3A;0xF8A4E,,
Burnt Spriggan Wood,0x401CD6E,Weakness to Fire,0x73F2D,0.6,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D,,3,0,1,0,6.72695,,0.6,2101255,34,0x42509;0x74F4E,Weakness to Fire,,0.6,2101255,34,0x42509;0x74F4E,,
Burnt Spriggan Wood,0x401CD6E,Fortify Alteration,0x3EB24,0.2,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24,,4,0,1,1,6.59572,,0.2,2099202,34,0x65A1D;0xF8A4E,Fortify Alteration,,0.2,2099202,34,0x65A1D;0xF8A4E,,
Burnt Spriggan Wood,0x401CD6E,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,2,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Burnt Spriggan Wood,0x401CD6E,Slow,0x73F25,1,50,5,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25,,50,0,1,3,34.4932,,1,4200455,34,0x42509;0xB729E,Slow,,1,4200455,34,0x42509;0xB729E,,
Butterfly Wing,0x727E0,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,5,0,0,0,2.93655,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Butterfly Wing,0x727E0,Fortify Barter,0x3EB23,2,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0x3EB23,0x3EB23,,1,0,1,1,6.69674,,2,2099202,34,0x65A29;0xF8A4E,Fortify Barter,,2,2099202,34,0x65A29;0xF8A4E,,
Butterfly Wing,0x727E0,Lingering Damage Stamina,0x10DE5E,1.8,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E,,1,10,0,2,1.8,,1.8,2099205,0,0x42509,Lingering Damage Stamina,,1.8,2099205,0,0x42509,,
Butterfly Wing,0x727E0,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,3,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Canis Root,0x6ABCB,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,3,0,0,0,6.02707,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Canis Root,0x6ABCB,Fortify One-handed,0x3EB19,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A1F;0xF8A4E,Fortify One-handed,,0.5,2099202,34,0x65A1F;0xF8A4E,,
Canis Root,0x6ABCB,Fortify Archery,0x3EB1B,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B,,4,0,1,2,16.4893,,0.5,2099202,34,0x65A21;0xF8A4E,Fortify Archery,,0.5,2099202,34,0x65A21;0xF8A4E,,
Canis Root,0x6ABCB,Paralysis,0x73F30,500,0,1,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,1,0,3,39.7164,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Charred Skeever Hide,0x52695,Restore Stamina,0x3EB16,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16,,5,0,0,0,3.52386,,0.6,2099712,0,0x42504;0xF8A4E,Restore Stamina,,0.6,2099712,0,0x42504;0xF8A4E,,
Charred Skeever Hide,0x52695,Cure Disease,0xAE722,0.5,2,0,1,0,0,1,1,0,0,0,MagicAlchBeneficial,0xAE722,0xAE722,,2,0,0,1,1.07177,,0.5,2103808,3,0xF8A4E,Cure Disease,,0.5,2103808,3,0xF8A4E,,
Charred Skeever Hide,0x52695,Resist Poison,0x90041,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041,,4,0,1,2,16.4893,,0.5,2101250,34,0x10EB5F;0xF8A4E,Resist Poison,,0.5,2101250,34,0x10EB5F;0xF8A4E,,
Charred Skeever Hide,0x52695,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,5,0,0,3,2.93655,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Chaurus Eggs,0x3AD56,Weakness to Poison,0x90042,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042,,2,0,1,0,7.17739,,1,2101255,34,0x42509;0x706EE3A,Weakness to Poison,,1,2101255,34,0x42509;0x706EE3A,,
Chaurus Eggs,0x3AD56,Fortify Stamina,0x3EAF9,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9,,4,0,1,1,9.89359,,0.3,2099202,34,0x65A32;0xF8A4E,Fortify Stamina,,0.3,2099202,34,0x65A32;0xF8A4E,,
Chaurus Eggs,0x3AD56,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,2,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Chaurus Eggs,0x3AD56,Invisibility,0x3EB3D,100,0,4,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,4,0,3,36.4977,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Chaurus Hunter Antennae,0x20183B7,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,3,0,0,0,6.02707,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Chaurus Hunter Antennae,0x20183B7,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,5,0,1,1,10.5384,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Chaurus Hunter Antennae,0x20183B7,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,2,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Chaurus Hunter Antennae,0x20183B7,Fortify Enchanting,0x3EB29,0.6,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifyEnchanting;MagicAlchBeneficial,0x3EB29,0x3EB29,,1,0,1,3,2.00902,,0.6,2099202,34,0x65A2E;0xF8A4E,Fortify Enchanting,,0.6,2099202,34,0x65A2E;0xF8A4E,,
Chicken's Egg,0x23D77,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51,,1,0,1,0,7.17739,,1,2103298,34,0x65A3A;0xF8A4E,Resist Magic,,1,2103298,34,0x65A3A;0xF8A4E,,
Chicken's Egg,0x23D77,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,1,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Chicken's Egg,0x23D77,Waterbreathing,0x3AC2D,30,0,5,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D,,0,0,1,2,13.9955,,30,4197378,34,0xF8A4E;0xF8A4F,Waterbreathing,,30,4197378,34,0xF8A4E;0xF8A4F,,
Chicken's Egg,0x23D77,Lingering Damage Stamina,0x10DE5E,1.8,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E,,1,10,0,3,1.8,,1.8,2099205,0,0x42509,Lingering Damage Stamina,,1.8,2099205,0,0x42509,,
Chokeberry,0xFE004838,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,3,1,0,0,0.797911,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Chokeberry,0xFE004838,Ravage Health,0x73F26,0.4,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,3,20,0,1,2.87096,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Chokeberry,0xFE004838,Lingering Damage Health,0x10AA4A,12,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A,,2,10,0,2,25.7226,,12,2099205,0,0x42509,Lingering Damage Health,,12,2099205,0,0x42509,,
Chokeberry,0xFE004838,Weakness to Poison,0x90042,1,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042,,3,0,1,3,11.2116,,1,2101255,34,0x42509;0x706EE3A,Weakness to Poison,,1,2101255,34,0x42509;0x706EE3A,,
Chokeweed,0xFE004804,Weakness to Frost,0x73F2E,0.5,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E,,4,0,1,0,7.69253,,0.5,2101255,34,0x42509;0x74F4F,Weakness to Frost,,0.5,2101255,34,0x42509;0x74F4F,,
Chokeweed,0xFE004804,Restore Stamina,0x3EB16,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16,,6,0,0,1,4.30643,,0.6,2099712,0,0x42504;0xF8A4E,Restore Stamina,,0.6,2099712,0,0x42504;0xF8A4E,,
Chokeweed,0xFE004804,Cure Disease,0xAE722,0.5,2,0,1,0,0,1,1,0,0,0,MagicAlchBeneficial,0xAE722,0xAE722,,2,0,0,2,1.07177,,0.5,2103808,3,0xF8A4E,Cure Disease,,0.5,2103808,3,0xF8A4E,,
Chokeweed,0xFE004804,Damage Magicka,0x3A2B6,2.2,4,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,4,0,0,3,10.1085,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Coda Flower,0xFE004805,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,3,1,0,0,0.797911,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Coda Flower,0xFE004805,Lingering Damage Stamina,0x10DE5E,1.8,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E,,2,10,0,1,3.85838,,1.8,2099205,0,0x42509,Lingering Damage Stamina,,1.8,2099205,0,0x42509,,
Coda Flower,0xFE004805,Ravage Magicka,0x73F27,1,3,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F27,0x73F27,,3,10,0,2,3.34837,,1,2099207,0,0x42509,Ravage Magicka,,1,2099207,0,0x42509,,
Coda Flower,0xFE004805,Fortify Carry Weight,0x3EB01,0.15,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01,,5,0,1,3,37.1357,,0.15,2099202,34,0x65A2F;0xF8A4E,Fortify Carry Weight,,0.15,2099202,34,0x65A2F;0xF8A4E,,
Comberry,0xFE004806,Damage Stamina,0x3A2C6,1.8,4,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,4,0,0,0,8.27063,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Comberry,0xFE004806,Spell Absorption,0xFE004812,0.1,50,60,0,1,0,0,1,0,0,1,MagicAlchBeneficial,0xFE004812,0xFE004812,,50,0,1,1,53.0681,,0.1,4194306,34,0xF8A4E,Spell Absorption,,0.1,4194306,34,0xF8A4E,,
Comberry,0xFE004806,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,6,0,0,2,4.30643,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Comberry,0xFE004806,Fortify Destruction,0x3EB26,0.5,6,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26,,6,0,1,3,25.7574,,0.5,2099202,34,0x65A2B;0xF8A4E,Fortify Destruction,,0.5,2099202,34,0x65A2B;0xF8A4E,,
Congealed Putrescence,0xFE004807,Ravage Health,0x73F26,0.4,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,3,20,0,0,2.87096,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Congealed Putrescence,0xFE004807,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,6,0,0,1,4.30643,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Congealed Putrescence,0xFE004807,Weakness to Fire,0x73F2D,0.6,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D,,4,0,1,2,9.23104,,0.6,2101255,34,0x42509;0x74F4E,Weakness to Fire,,0.6,2101255,34,0x42509;0x74F4E,,
Congealed Putrescence,0xFE004807,Fortify Conjuration,0x3EB25,0.25,6,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,6,0,1,3,12.8787,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Corkbulb Root,0xFE004809,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,2,0,0,85.134,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Corkbulb Root,0xFE004809,Restore Health,0x3EB15,0.5,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15,,6,0,0,1,3.58869,,0.5,2099712,0,0x42503;0xF8A4E,Restore Health,,0.5,2099712,0,0x42503;0xF8A4E,,
Corkbulb Root,0xFE004809,Resist Shock,0x3EAEC,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC,,4,0,1,2,16.4893,,0.5,2101250,34,0x65A39;0xF8A4E,Resist Shock,,0.5,2101250,34,0x65A39;0xF8A4E,,
Corkbulb Root,0xFE004809,Fortify Archery,0x3EB1B,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B,,5,0,1,3,21.0767,,0.5,2099202,34,0x65A21;0xF8A4E,Fortify Archery,,0.5,2099202,34,0x65A21;0xF8A4E,,
